doc_index,appeal_id,Субъект,Связь,Объект,Проблемный_признак,Тема,Категория_источника,Адрес,Дата,Контекст,raw_text,emotion_score,urgency_flag
165,appeal_000165,управляющая компания,затоплено,парк/сквер,затопление/протечка,благоустройство,дороги,фото сделано 21,2022-02-23,"Скажите, пожалуйста, почему служебные автомобили не могут пользоваться льготами при пользовании платной парковкой? Почему они вынуждены нарушать ПДД? Вот, например, фото сделано 21 февраля в этот понедельник в 19:10. Водитель а/м с ГРЗ Н115ВВ178 вынужден был нарушить сразу 2 пункта ПДД остановка по запрещающим знаком остановка ближе 15 метров от остановки ОТ, создав препятствие движению ОТ , ожидая своего руководителя. Хотя платные парковочные места за остановкой были свободны. Почему бы вам не предоставить БЕСПЛАТНУЮ парковку служебным автомобилям? Чтобы они не платили по 6000 рублей штрафов в день.","Скажите, пожалуйста, почему служебные автомобили не могут пользоваться льготами при пользовании платной парковкой? Почему они вынуждены нарушать ПДД? Вот, например, фото сделано 21 февраля (в этот понедельник) в 19:10. Водитель а/м с ГРЗ Н115ВВ178 вынужден был нарушить сразу 2 пункта ПДД (остановка по запрещающим знаком + остановка ближе 15 метров от остановки ОТ, создав препятствие движению ОТ), ожидая своего руководителя. Хотя платные парковочные места за остановкой были свободны. Почему бы вам не предоставить БЕСПЛАТНУЮ парковку служебным автомобилям? Чтобы они не платили по 6000 рублей штрафов в день.",0.0,False
165,appeal_000165,управляющая компания,затоплено,общественный транспорт,затопление/протечка,транспорт,дороги,фото сделано 21,2022-02-23,"Скажите, пожалуйста, почему служебные автомобили не могут пользоваться льготами при пользовании платной парковкой? Почему они вынуждены нарушать ПДД? Вот, например, фото сделано 21 февраля в этот понедельник в 19:10. Водитель а/м с ГРЗ Н115ВВ178 вынужден был нарушить сразу 2 пункта ПДД остановка по запрещающим знаком остановка ближе 15 метров от остановки ОТ, создав препятствие движению ОТ , ожидая своего руководителя. Хотя платные парковочные места за остановкой были свободны. Почему бы вам не предоставить БЕСПЛАТНУЮ парковку служебным автомобилям? Чтобы они не платили по 6000 рублей штрафов в день.","Скажите, пожалуйста, почему служебные автомобили не могут пользоваться льготами при пользовании платной парковкой? Почему они вынуждены нарушать ПДД? Вот, например, фото сделано 21 февраля (в этот понедельник) в 19:10. Водитель а/м с ГРЗ Н115ВВ178 вынужден был нарушить сразу 2 пункта ПДД (остановка по запрещающим знаком + остановка ближе 15 метров от остановки ОТ, создав препятствие движению ОТ), ожидая своего руководителя. Хотя платные парковочные места за остановкой были свободны. Почему бы вам не предоставить БЕСПЛАТНУЮ парковку служебным автомобилям? Чтобы они не платили по 6000 рублей штрафов в день.",0.0,False
166,appeal_000166,жители,сообщает о проблеме,парк/сквер,проблемный сигнал,благоустройство,дороги,,2022-02-23,"Всем вообще плевать как они будут оплачивать парковку, просто никак не будут оплачивать! На моей улице все стоят машины с закрытыми номерами.","Всем вообще плевать как они будут оплачивать парковку, просто никак не будут оплачивать! На моей улице все стоят машины с закрытыми номерами.",0.1,False
167,appeal_000167,жители,не убирает,мусор,нарушение содержания территории,жилищно-коммунальное,строительство и архитектура,на работу в 5-30,2022-02-23,"Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет грабеж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....","Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет)))))) грабёж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....",0.3,False
167,appeal_000167,жители,отсутствует,мусор,нарушение содержания территории,жилищно-коммунальное,строительство и архитектура,на работу в 5-30,2022-02-23,"Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет грабеж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....","Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет)))))) грабёж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....",0.3,False
167,appeal_000167,жители,загрязнено,мусор,нарушение содержания территории,жилищно-коммунальное,строительство и архитектура,на работу в 5-30,2022-02-23,"Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет грабеж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....","Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет)))))) грабёж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....",0.3,False
167,appeal_000167,жители,не убирает,общественный транспорт,нарушение содержания территории,транспорт,строительство и архитектура,на работу в 5-30,2022-02-23,"Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет грабеж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....","Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет)))))) грабёж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....",0.3,False
167,appeal_000167,жители,отсутствует,общественный транспорт,нарушение содержания территории,транспорт,строительство и архитектура,на работу в 5-30,2022-02-23,"Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет грабеж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....","Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет)))))) грабёж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....",0.3,False
167,appeal_000167,жители,загрязнено,общественный транспорт,нарушение содержания территории,транспорт,строительство и архитектура,на работу в 5-30,2022-02-23,"Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет грабеж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....","Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет)))))) грабёж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....",0.3,False
168,appeal_000168,жители,сообщает о проблеме,общественный транспорт,проблемный сигнал,транспорт,общественный транспорт,,2022-02-23,"club187956888 Комитет по транспорту , а не планируется ли в рамках перехода к новой транспортной модели или вообще в перспективе, создание тарифной сетки в пригородно-городском железнодорожном сообщении аналогичной тарифной сетке МЦД, чтобы не приходилось покупать билет на электричку отдельно, а по принципу приложил транспортную карту и поехал? Также хотелось бы задать такой вопрос. Несколько профильных железнодорожных газет писали, о том что начато проектирование нового моторвагонного депо Парнас , можете ли прокомментировать какой проектный институт ведет проектирование если в курсе , и где именно на территории промзоны Парнас предполагается его размещение?","[club187956888|Комитет по транспорту], а не планируется ли в рамках перехода к новой транспортной модели или вообще в перспективе, создание тарифной сетки в пригородно-городском железнодорожном сообщении аналогичной тарифной сетке МЦД, чтобы не приходилось покупать билет на электричку отдельно, а по принципу приложил транспортную карту и поехал?<br>Также хотелось бы задать такой вопрос. Несколько профильных железнодорожных газет писали, о том что начато проектирование нового моторвагонного депо ""Парнас"", можете ли прокомментировать какой проектный институт ведёт проектирование (если в курсе), и где именно на территории промзоны Парнас предполагается его размещение?",0.0,False
168,appeal_000168,жители,сообщает о проблеме,здание/дом,проблемный сигнал,жилищно-коммунальное,общественный транспорт,,2022-02-23,"club187956888 Комитет по транспорту , а не планируется ли в рамках перехода к новой транспортной модели или вообще в перспективе, создание тарифной сетки в пригородно-городском железнодорожном сообщении аналогичной тарифной сетке МЦД, чтобы не приходилось покупать билет на электричку отдельно, а по принципу приложил транспортную карту и поехал? Также хотелось бы задать такой вопрос. Несколько профильных железнодорожных газет писали, о том что начато проектирование нового моторвагонного депо Парнас , можете ли прокомментировать какой проектный институт ведет проектирование если в курсе , и где именно на территории промзоны Парнас предполагается его размещение?","[club187956888|Комитет по транспорту], а не планируется ли в рамках перехода к новой транспортной модели или вообще в перспективе, создание тарифной сетки в пригородно-городском железнодорожном сообщении аналогичной тарифной сетке МЦД, чтобы не приходилось покупать билет на электричку отдельно, а по принципу приложил транспортную карту и поехал?<br>Также хотелось бы задать такой вопрос. Несколько профильных железнодорожных газет писали, о том что начато проектирование нового моторвагонного депо ""Парнас"", можете ли прокомментировать какой проектный институт ведёт проектирование (если в курсе), и где именно на территории промзоны Парнас предполагается его размещение?",0.0,False
169,appeal_000169,жители,сообщает о проблеме,общественный транспорт,проблемный сигнал,транспорт,общественный транспорт,,2022-02-23,"Товарищ Беглов,вы там в Смольном что курите или таблетки какие принимаете???? Можно потребитель САМ будет решать как оплачивать проезд в транспорте. НАЛИЧНЫМИ ИЛИ КАРТОЙ!!! Прекратите заниматься фигней!!! Оставьте народ в покое вы надоели уже своими реформами.","Товарищ Беглов,вы там в Смольном что курите или таблетки какие принимаете???? Можно потребитель САМ будет решать как оплачивать проезд в транспорте. НАЛИЧНЫМИ ИЛИ КАРТОЙ!!! Прекратите заниматься фигнёй!!! Оставьте народ в покое вы надоели уже своими реформами.",0.3,False
170,appeal_000170,жители,сообщает о проблеме,безопасность,проблемный сигнал,безопасность,безопасность,,2022-02-23,"Здравствуйте! Подскажите, по поводу сбора гумм помощи беженцам, вопрос: адрес сбора один, на конногвардейском? В новостях нашла только этот адрес в СПб и просьбу придерживаться списка, а сам список не могу найти","Здравствуйте! Подскажите, по поводу сбора гумм помощи беженцам, вопрос: адрес сбора один, на конногвардейском? В новостях нашла только этот адрес в СПб и просьбу придерживаться списка, а сам список не могу найти",0.1,False
171,appeal_000171,жители,сообщает о проблеме,здание/дом,проблемный сигнал,жилищно-коммунальное,коронавирус,,2022-02-23,"Здравствуйте! Заболели на работе в больнице ковидом, заразились от пациентов. Полагаются ли выплаты младшему медицинскому персоналу? И куда обращаться, если начальство говорит, что мы ничего не должны получить?","Здравствуйте! Заболели на работе в больнице ковидом, заразились от пациентов. Полагаются ли выплаты младшему медицинскому персоналу? И куда обращаться, если начальство говорит, что мы ничего не должны получить?",0.1,False
172,appeal_000172,жители,сообщает о проблеме,коронавирус,проблемный сигнал,коронавирус,коронавирус,,2022-02-23,"Здравствуйте! Скажите пожалуйста, с какого числа будут возможны посещения в спортклубах Петербурга без кодов?","Здравствуйте! Скажите пожалуйста, с какого числа будут возможны посещения в спортклубах Петербурга без кодов?",0.1,False
173,appeal_000173,жители,затоплено,здравоохранение/медицина,затопление/протечка,здравоохранение/медицина,здравоохранение/медицина,федеральной льготе онкобольная 4ст,2022-02-23,"Здравствуйте,Александр Дмитриевич. Прошу Вас помочь мне получить лекарственные препараты по Федеральной льготе онкобольная 4ст.,инвалид .С 24.11.2021 препараты на отсроченном обслуживании в аптеке ул.Купчинская,32.Комитет здравоохранения не отвечает.Вроде,по закону в течение 15 дней аптека должна сделать заказ...Жду 3 месяца...Прошу Вас помочь.","Здравствуйте,Александр Дмитриевич.<br>Прошу Вас помочь мне получить лекарственные препараты по Федеральной льготе( онкобольная 4ст.,инвалид).С 24.11.2021 препараты на отсроченном обслуживании в аптеке ул.Купчинская,32.Комитет здравоохранения не отвечает.Вроде,по закону в течение 15 дней аптека должна сделать заказ...Жду 3 месяца...Прошу Вас помочь.",0.0,False
173,appeal_000173,жители,задержано,здравоохранение/медицина,затопление/протечка,здравоохранение/медицина,здравоохранение/медицина,федеральной льготе онкобольная 4ст,2022-02-23,"Здравствуйте,Александр Дмитриевич. Прошу Вас помочь мне получить лекарственные препараты по Федеральной льготе онкобольная 4ст.,инвалид .С 24.11.2021 препараты на отсроченном обслуживании в аптеке ул.Купчинская,32.Комитет здравоохранения не отвечает.Вроде,по закону в течение 15 дней аптека должна сделать заказ...Жду 3 месяца...Прошу Вас помочь.","Здравствуйте,Александр Дмитриевич.<br>Прошу Вас помочь мне получить лекарственные препараты по Федеральной льготе( онкобольная 4ст.,инвалид).С 24.11.2021 препараты на отсроченном обслуживании в аптеке ул.Купчинская,32.Комитет здравоохранения не отвечает.Вроде,по закону в течение 15 дней аптека должна сделать заказ...Жду 3 месяца...Прошу Вас помочь.",0.0,False
174,appeal_000174,жители,отсутствует,здравоохранение/медицина,проблемный сигнал,здравоохранение/медицина,здравоохранение/медицина,го декабря 2021,2022-02-23,"Александр Дмитриевич, здравствуйте! С праздником Вас поздравляю! Здоровья и успехов. Обращаюсь к Вам с просьбой решить проблему с получением бесплатного лекарства. С 28-го декабря 2021 года по сегодня нет в наличии в рецептурных отделах лекарства: галвус. Вынуждена покупать. Пенсия не большая. Диагноз обязывает принимать это лекарство ежедневно. Цены на лекарства не соразмерно нашим доходам. Прошу Вас разобраться в сложившейся ситуации.","Александр Дмитриевич, здравствуйте! С праздником Вас поздравляю! Здоровья и успехов. Обращаюсь к Вам с просьбой решить проблему с получением бесплатного лекарства. С 28-го декабря 2021 года по сегодня нет в наличии в рецептурных отделах лекарства: галвус. Вынуждена покупать. Пенсия не большая. Диагноз обязывает принимать это лекарство ежедневно. Цены на лекарства не соразмерно нашим доходам. Прошу Вас разобраться в сложившейся ситуации.",0.2,False
174,appeal_000174,жители,задержано,здравоохранение/медицина,проблемный сигнал,здравоохранение/медицина,здравоохранение/медицина,го декабря 2021,2022-02-23,"Александр Дмитриевич, здравствуйте! С праздником Вас поздравляю! Здоровья и успехов. Обращаюсь к Вам с просьбой решить проблему с получением бесплатного лекарства. С 28-го декабря 2021 года по сегодня нет в наличии в рецептурных отделах лекарства: галвус. Вынуждена покупать. Пенсия не большая. Диагноз обязывает принимать это лекарство ежедневно. Цены на лекарства не соразмерно нашим доходам. Прошу Вас разобраться в сложившейся ситуации.","Александр Дмитриевич, здравствуйте! С праздником Вас поздравляю! Здоровья и успехов. Обращаюсь к Вам с просьбой решить проблему с получением бесплатного лекарства. С 28-го декабря 2021 года по сегодня нет в наличии в рецептурных отделах лекарства: галвус. Вынуждена покупать. Пенсия не большая. Диагноз обязывает принимать это лекарство ежедневно. Цены на лекарства не соразмерно нашим доходам. Прошу Вас разобраться в сложившейся ситуации.",0.2,False
175,appeal_000175,жители,отсутствует,социальное обслуживание и защита,проблемный сигнал,социальное обслуживание и защита,социальное обслуживание и защита,на самых незащищенных 3,2022-02-23,"Может город наконец то выделит достаточные средства на обеспечение инвалидов подгузниками?!!! Уже заканчивается февраль, а тендера на закупки нет до сих пор!!! Это значит что во первых- цену такую город дает, что никто не хочет участвовать и во вторых- инвалиды получать подгузники в лучшем случае в конце марта. И поскольку город за прошедшее время не дает, то государство сэкономило на самых незащищенных 3 месяца обеспечения. А возмещение за купленные памперсы 25 за штуку!!! Где они видели такие цены?!!! А беженцам оказывать помощь у города есть средства! Хочется спросить наши граждане хуже их?","Может город наконец то выделит достаточные средства на обеспечение инвалидов подгузниками?!!! Уже заканчивается февраль, а тендера на закупки нет до сих пор!!! Это значит что во первых- цену такую город даёт, что никто не хочет участвовать и во вторых- инвалиды получать подгузники в лучшем случае в конце марта. И поскольку город за прошедшее время не даёт, то государство сэкономило на самых незащищенных 3 месяца обеспечения. А возмещение за купленные памперсы 25 ₽ за штуку!!! Где они видели такие цены?!!! А беженцам оказывать помощь у города есть средства! Хочется спросить наши граждане хуже их?",0.3,False
175,appeal_000175,жители,задержано,социальное обслуживание и защита,проблемный сигнал,социальное обслуживание и защита,социальное обслуживание и защита,на самых незащищенных 3,2022-02-23,"Может город наконец то выделит достаточные средства на обеспечение инвалидов подгузниками?!!! Уже заканчивается февраль, а тендера на закупки нет до сих пор!!! Это значит что во первых- цену такую город дает, что никто не хочет участвовать и во вторых- инвалиды получать подгузники в лучшем случае в конце марта. И поскольку город за прошедшее время не дает, то государство сэкономило на самых незащищенных 3 месяца обеспечения. А возмещение за купленные памперсы 25 за штуку!!! Где они видели такие цены?!!! А беженцам оказывать помощь у города есть средства! Хочется спросить наши граждане хуже их?","Может город наконец то выделит достаточные средства на обеспечение инвалидов подгузниками?!!! Уже заканчивается февраль, а тендера на закупки нет до сих пор!!! Это значит что во первых- цену такую город даёт, что никто не хочет участвовать и во вторых- инвалиды получать подгузники в лучшем случае в конце марта. И поскольку город за прошедшее время не даёт, то государство сэкономило на самых незащищенных 3 месяца обеспечения. А возмещение за купленные памперсы 25 ₽ за штуку!!! Где они видели такие цены?!!! А беженцам оказывать помощь у города есть средства! Хочется спросить наши граждане хуже их?",0.3,False
175,appeal_000175,управляющая компания,отсутствует,социальное обслуживание и защита,проблемный сигнал,социальное обслуживание и защита,социальное обслуживание и защита,на самых незащищенных 3,2022-02-23,"Может город наконец то выделит достаточные средства на обеспечение инвалидов подгузниками?!!! Уже заканчивается февраль, а тендера на закупки нет до сих пор!!! Это значит что во первых- цену такую город дает, что никто не хочет участвовать и во вторых- инвалиды получать подгузники в лучшем случае в конце марта. И поскольку город за прошедшее время не дает, то государство сэкономило на самых незащищенных 3 месяца обеспечения. А возмещение за купленные памперсы 25 за штуку!!! Где они видели такие цены?!!! А беженцам оказывать помощь у города есть средства! Хочется спросить наши граждане хуже их?","Может город наконец то выделит достаточные средства на обеспечение инвалидов подгузниками?!!! Уже заканчивается февраль, а тендера на закупки нет до сих пор!!! Это значит что во первых- цену такую город даёт, что никто не хочет участвовать и во вторых- инвалиды получать подгузники в лучшем случае в конце марта. И поскольку город за прошедшее время не даёт, то государство сэкономило на самых незащищенных 3 месяца обеспечения. А возмещение за купленные памперсы 25 ₽ за штуку!!! Где они видели такие цены?!!! А беженцам оказывать помощь у города есть средства! Хочется спросить наши граждане хуже их?",0.3,False
175,appeal_000175,управляющая компания,задержано,социальное обслуживание и защита,проблемный сигнал,социальное обслуживание и защита,социальное обслуживание и защита,на самых незащищенных 3,2022-02-23,"Может город наконец то выделит достаточные средства на обеспечение инвалидов подгузниками?!!! Уже заканчивается февраль, а тендера на закупки нет до сих пор!!! Это значит что во первых- цену такую город дает, что никто не хочет участвовать и во вторых- инвалиды получать подгузники в лучшем случае в конце марта. И поскольку город за прошедшее время не дает, то государство сэкономило на самых незащищенных 3 месяца обеспечения. А возмещение за купленные памперсы 25 за штуку!!! Где они видели такие цены?!!! А беженцам оказывать помощь у города есть средства! Хочется спросить наши граждане хуже их?","Может город наконец то выделит достаточные средства на обеспечение инвалидов подгузниками?!!! Уже заканчивается февраль, а тендера на закупки нет до сих пор!!! Это значит что во первых- цену такую город даёт, что никто не хочет участвовать и во вторых- инвалиды получать подгузники в лучшем случае в конце марта. И поскольку город за прошедшее время не даёт, то государство сэкономило на самых незащищенных 3 месяца обеспечения. А возмещение за купленные памперсы 25 ₽ за штуку!!! Где они видели такие цены?!!! А беженцам оказывать помощь у города есть средства! Хочется спросить наши граждане хуже их?",0.3,False
176,appeal_000176,управляющая компания,опасно,здание/дом,аварийное состояние,жилищно-коммунальное,погребение и похоронное дело,преклонный возраст 85,2022-02-23,"Добрый день! У меня огромное горе-15 февраля умерла мама. Преклонный возраст 85 лет , наличие тяжелых хронических заболеваний, инвалидность, с 2018 года-лежачая больная. Мама умерла дома, поэтому тело было отправлено в морг на Екатерининский,10. Сегодня, 23 февраля-уже девятый !!! день после смерти, но похоронить маму я не могу, т.к. при вскрытии 19 февраля выявлена пневмония и мне сказали, что нужно ждать разрешение от РосПотребНадзора. Я в отчаянии, из-за волнения постоянно повышается давление, постоянно плачу. Неужели статистика важнее возможности проститься с умершей мамой и предать тело земле? Никто не может ответить, когда будет ответ РосПотребНадзора, а главное, зачем нужно это ожидан","Добрый день! У меня огромное горе-15 февраля умерла мама. Преклонный возраст(85 лет), наличие тяжёлых хронических заболеваний, инвалидность, с 2018 года-лежачая больная. Мама умерла дома, поэтому тело было отправлено в морг на Екатерининский,10.<br>Сегодня, 23 февраля-уже девятый(!!!) день после смерти, но похоронить маму я не могу, т.к. при вскрытии(19 февраля) выявлена пневмония и мне сказали, что нужно ждать разрешение от РосПотребНадзора. Я в отчаянии, из-за волнения постоянно повышается давление, постоянно плачу. Неужели статистика важнее возможности проститься с умершей мамой и предать тело земле? Никто не может ответить, когда будет ответ РосПотребНадзора, а главное, зачем нужно это ожидание? Даже если не будет подтверждения ковида, после такого длительного нахождения тела без захоронения проводить похороны в открытом гробу будет невозможно. Почему нельзя разрешить захоронение в закрытом гробу без ожидания ответа РПН? Я не знаю, куда обратиться с этим вопросом. Я понимаю, что необходимо строго соблюдать санитарно-эпидемиологические меры, но чем опасно захоронение тела в закрытом гробу?<br>Извините за эмоциональный текст, но у меня всё просто валится из рук. Куда обратиться з",0.7,True
