Узел,Тип,Degree,In_Degree,Out_Degree,Betweenness,Степень
по адресу бухарестская 31-5,territory,0.04681404421326398,0.04681404421326398,0.0,0.0,36
appeal_000283,appeal,0.04681404421326398,0.0,0.04681404421326398,0.0,36
appeal_000392,appeal,0.04681404421326398,0.0,0.04681404421326398,0.0,36
работает освещение в 3м,territory,0.04681404421326398,0.04681404421326398,0.0,0.0,36
мусор/свалки/тко,theme,0.04681404421326398,0.027308192457737322,0.01950585175552666,1.1895929890078133e-05,36
appeal_000049,appeal,0.04681404421326398,0.0,0.04681404421326398,0.0,36
appeal_000427,appeal,0.04681404421326398,0.0,0.04681404421326398,0.0,36
ул. дыбенко 27-3,territory,0.04681404421326398,0.04681404421326398,0.0,0.0,36
техническая неисправность,problem_anchor,0.04681404421326398,0.04681404421326398,0.0,0.0,36
appeal_000445,appeal,0.04681404421326398,0.0,0.04681404421326398,0.0,36
на энергетиков в 60х,territory,0.04681404421326398,0.04681404421326398,0.0,0.0,36
из льда составляет 15,territory,0.04681404421326398,0.04681404421326398,0.0,0.0,36
appeal_000438,appeal,0.04681404421326398,0.0,0.04681404421326398,0.0,36
шоссе около дома 55/1,territory,0.04161248374512354,0.04161248374512354,0.0,0.0,32
улица джона рида дом 7,territory,0.04161248374512354,0.04161248374512354,0.0,0.0,32
мусорной реформы от 01,territory,0.04161248374512354,0.04161248374512354,0.0,0.0,32
ярослава гашека лом 12/100,territory,0.04161248374512354,0.04161248374512354,0.0,0.0,32
хошимина корпуса 1и,territory,0.04161248374512354,0.04161248374512354,0.0,0.0,32
крыша,object,0.03901170351105332,0.015604681404421327,0.02340702210663199,2.0653517483816574e-06,30
appeal_000478,appeal,0.03901170351105332,0.0,0.03901170351105332,0.0,30
appeal_000337,appeal,0.035110533159947985,0.0,0.035110533159947985,0.0,27
подрядчик,actor,0.035110533159947985,0.0,0.035110533159947985,0.0,27
appeal_000033,appeal,0.031209362808842653,0.0,0.031209362808842653,0.0,24
ул народная д2,territory,0.031209362808842653,0.031209362808842653,0.0,0.0,24
мини трактор через 10,territory,0.031209362808842653,0.031209362808842653,0.0,0.0,24
appeal_000007,appeal,0.031209362808842653,0.0,0.031209362808842653,0.0,24
