doc_index,appeal_id,entity,normalized,entity_type,category,address,date,context
304,appeal_000304,отсутствует,отсутствует,action,медицина,поликлинике 95,2022-02-23,"02.02.22 в поликлинике 95 Колпинского района сдавала тест на Ковид! Ответа до сих пор нет. Ходила лично в поликлинику, взяли номер телефона, сказали, что позвонят, как вопрос решится, звонка нет до сих пор. Ранее уже была написана жалоба 175018971 от 05.02.2022 от поликлиники получила отписку , что якобы сделан повторный запрос в лабораторию, ответа так же нет. ГДЕ МОЙ Qr код?"
304,appeal_000304,бездействие исполнителя,бездействие исполнителя,problem_anchor,медицина,поликлинике 95,2022-02-23,"02.02.22 в поликлинике 95 Колпинского района сдавала тест на Ковид! Ответа до сих пор нет. Ходила лично в поликлинику, взяли номер телефона, сказали, что позвонят, как вопрос решится, звонка нет до сих пор. Ранее уже была написана жалоба 175018971 от 05.02.2022 от поликлиники получила отписку , что якобы сделан повторный запрос в лабораторию, ответа так же нет. ГДЕ МОЙ Qr код?"
304,appeal_000304,медицина,медицина,theme,медицина,поликлинике 95,2022-02-23,"02.02.22 в поликлинике 95 Колпинского района сдавала тест на Ковид! Ответа до сих пор нет. Ходила лично в поликлинику, взяли номер телефона, сказали, что позвонят, как вопрос решится, звонка нет до сих пор. Ранее уже была написана жалоба 175018971 от 05.02.2022 от поликлиники получила отписку , что якобы сделан повторный запрос в лабораторию, ответа так же нет. ГДЕ МОЙ Qr код?"
304,appeal_000304,поликлинике 95,поликлинике 95,territory,медицина,поликлинике 95,2022-02-23,"02.02.22 в поликлинике 95 Колпинского района сдавала тест на Ковид! Ответа до сих пор нет. Ходила лично в поликлинику, взяли номер телефона, сказали, что позвонят, как вопрос решится, звонка нет до сих пор. Ранее уже была написана жалоба 175018971 от 05.02.2022 от поликлиники получила отписку , что якобы сделан повторный запрос в лабораторию, ответа так же нет. ГДЕ МОЙ Qr код?"
305,appeal_000305,управляющая компания,управляющая компания,actor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
305,appeal_000305,сообщает о проблеме,сообщает о проблеме,action,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
305,appeal_000305,проблемный сигнал,проблемный сигнал,problem_anchor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
305,appeal_000305,автомобильные дороги,автомобильные дороги,theme,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
306,appeal_000306,управляющая компания,управляющая компания,actor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
306,appeal_000306,сообщает о проблеме,сообщает о проблеме,action,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
306,appeal_000306,проблемный сигнал,проблемный сигнал,problem_anchor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
306,appeal_000306,автомобильные дороги,автомобильные дороги,theme,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
307,appeal_000307,управляющая компания,управляющая компания,actor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
307,appeal_000307,сообщает о проблеме,сообщает о проблеме,action,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
307,appeal_000307,проблемный сигнал,проблемный сигнал,problem_anchor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
307,appeal_000307,автомобильные дороги,автомобильные дороги,theme,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
308,appeal_000308,освещение,освещение,object,автомобильные дороги,,2022-02-23,Перекресток Суздальского и Светлановского. Светофор до сих пор не работает. Очередная авария и разбитые машины. Пора бы починить!!!
308,appeal_000308,жители,жители,actor,автомобильные дороги,,2022-02-23,Перекресток Суздальского и Светлановского. Светофор до сих пор не работает. Очередная авария и разбитые машины. Пора бы починить!!!
308,appeal_000308,не работает,не работает,action,автомобильные дороги,,2022-02-23,Перекресток Суздальского и Светлановского. Светофор до сих пор не работает. Очередная авария и разбитые машины. Пора бы починить!!!
308,appeal_000308,повреждено,повреждено,action,автомобильные дороги,,2022-02-23,Перекресток Суздальского и Светлановского. Светофор до сих пор не работает. Очередная авария и разбитые машины. Пора бы починить!!!
308,appeal_000308,техническая неисправность,техническая неисправность,problem_anchor,автомобильные дороги,,2022-02-23,Перекресток Суздальского и Светлановского. Светофор до сих пор не работает. Очередная авария и разбитые машины. Пора бы починить!!!
308,appeal_000308,аварийное состояние,аварийное состояние,problem_anchor,автомобильные дороги,,2022-02-23,Перекресток Суздальского и Светлановского. Светофор до сих пор не работает. Очередная авария и разбитые машины. Пора бы починить!!!
308,appeal_000308,автомобильные дороги,автомобильные дороги,theme,автомобильные дороги,,2022-02-23,Перекресток Суздальского и Светлановского. Светофор до сих пор не работает. Очередная авария и разбитые машины. Пора бы починить!!!
309,appeal_000309,управляющая компания,управляющая компания,actor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
309,appeal_000309,сообщает о проблеме,сообщает о проблеме,action,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
309,appeal_000309,проблемный сигнал,проблемный сигнал,problem_anchor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
309,appeal_000309,автомобильные дороги,автомобильные дороги,theme,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция KFC.
310,appeal_000310,дворовая территория,дворовая территория,object,дворы и территории общего пользования,чудновского дом 1,2022-02-23,"Не производится уборка наледи во дворе дома по адресу ул.Чудновского дом 1. Проезжающие автомобили уже цепляют днищем слой льда из-за образовавшейся колеи. Пешеходы вынуждены передвигаться по колее, рискуя травмами. Никакой обработки песком гололеда не производится, состояние двора опасно для людей"
310,appeal_000310,снег и наледь,снег и наледь,object,дворы и территории общего пользования,чудновского дом 1,2022-02-23,"Не производится уборка наледи во дворе дома по адресу ул.Чудновского дом 1. Проезжающие автомобили уже цепляют днищем слой льда из-за образовавшейся колеи. Пешеходы вынуждены передвигаться по колее, рискуя травмами. Никакой обработки песком гололеда не производится, состояние двора опасно для людей"
310,appeal_000310,здание/дом,здание/дом,object,дворы и территории общего пользования,чудновского дом 1,2022-02-23,"Не производится уборка наледи во дворе дома по адресу ул.Чудновского дом 1. Проезжающие автомобили уже цепляют днищем слой льда из-за образовавшейся колеи. Пешеходы вынуждены передвигаться по колее, рискуя травмами. Никакой обработки песком гололеда не производится, состояние двора опасно для людей"
310,appeal_000310,жители,жители,actor,дворы и территории общего пользования,чудновского дом 1,2022-02-23,"Не производится уборка наледи во дворе дома по адресу ул.Чудновского дом 1. Проезжающие автомобили уже цепляют днищем слой льда из-за образовавшейся колеи. Пешеходы вынуждены передвигаться по колее, рискуя травмами. Никакой обработки песком гололеда не производится, состояние двора опасно для людей"
310,appeal_000310,опасно,опасно,action,дворы и территории общего пользования,чудновского дом 1,2022-02-23,"Не производится уборка наледи во дворе дома по адресу ул.Чудновского дом 1. Проезжающие автомобили уже цепляют днищем слой льда из-за образовавшейся колеи. Пешеходы вынуждены передвигаться по колее, рискуя травмами. Никакой обработки песком гололеда не производится, состояние двора опасно для людей"
310,appeal_000310,аварийное состояние,аварийное состояние,problem_anchor,дворы и территории общего пользования,чудновского дом 1,2022-02-23,"Не производится уборка наледи во дворе дома по адресу ул.Чудновского дом 1. Проезжающие автомобили уже цепляют днищем слой льда из-за образовавшейся колеи. Пешеходы вынуждены передвигаться по колее, рискуя травмами. Никакой обработки песком гололеда не производится, состояние двора опасно для людей"
310,appeal_000310,дворы и территории общего пользования,дворы и территории общего пользования,theme,дворы и территории общего пользования,чудновского дом 1,2022-02-23,"Не производится уборка наледи во дворе дома по адресу ул.Чудновского дом 1. Проезжающие автомобили уже цепляют днищем слой льда из-за образовавшейся колеи. Пешеходы вынуждены передвигаться по колее, рискуя травмами. Никакой обработки песком гололеда не производится, состояние двора опасно для людей"
310,appeal_000310,чудновского дом 1,чудновского дом 1,territory,дворы и территории общего пользования,чудновского дом 1,2022-02-23,"Не производится уборка наледи во дворе дома по адресу ул.Чудновского дом 1. Проезжающие автомобили уже цепляют днищем слой льда из-за образовавшейся колеи. Пешеходы вынуждены передвигаться по колее, рискуя травмами. Никакой обработки песком гололеда не производится, состояние двора опасно для людей"
311,appeal_000311,управляющая компания,управляющая компания,actor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция АВТОСЕРВИС.
311,appeal_000311,сообщает о проблеме,сообщает о проблеме,action,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция АВТОСЕРВИС.
311,appeal_000311,проблемный сигнал,проблемный сигнал,problem_anchor,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция АВТОСЕРВИС.
311,appeal_000311,автомобильные дороги,автомобильные дороги,theme,автомобильные дороги,,2022-02-23,Незаконная рекламная конструкция АВТОСЕРВИС.
312,appeal_000312,снег и наледь,снег и наледь,object,многоквартирные дома,,2022-02-23,"В новом ЖК Живи в курортном происходит невыполнение управляющей компанией многоквартирного дома минимальных услуг по обеспечению дома. В разных парадных протечки, которые приводят к образованию ржавчин и коррозий материалов и в последствии образованию плесени в вентиляционных шахтах. В парадных запах сырости/канализации/гниения, в квартире ванная/туалет/кухня из раковины/ вентиляционных шахт летят насекомые, появляющиеся в сырых местах и запах канализации."
312,appeal_000312,здание/дом,здание/дом,object,многоквартирные дома,,2022-02-23,"В новом ЖК Живи в курортном происходит невыполнение управляющей компанией многоквартирного дома минимальных услуг по обеспечению дома. В разных парадных протечки, которые приводят к образованию ржавчин и коррозий материалов и в последствии образованию плесени в вентиляционных шахтах. В парадных запах сырости/канализации/гниения, в квартире ванная/туалет/кухня из раковины/ вентиляционных шахт летят насекомые, появляющиеся в сырых местах и запах канализации."
312,appeal_000312,жители,жители,actor,многоквартирные дома,,2022-02-23,"В новом ЖК Живи в курортном происходит невыполнение управляющей компанией многоквартирного дома минимальных услуг по обеспечению дома. В разных парадных протечки, которые приводят к образованию ржавчин и коррозий материалов и в последствии образованию плесени в вентиляционных шахтах. В парадных запах сырости/канализации/гниения, в квартире ванная/туалет/кухня из раковины/ вентиляционных шахт летят насекомые, появляющиеся в сырых местах и запах канализации."
312,appeal_000312,затоплено,затоплено,action,многоквартирные дома,,2022-02-23,"В новом ЖК Живи в курортном происходит невыполнение управляющей компанией многоквартирного дома минимальных услуг по обеспечению дома. В разных парадных протечки, которые приводят к образованию ржавчин и коррозий материалов и в последствии образованию плесени в вентиляционных шахтах. В парадных запах сырости/канализации/гниения, в квартире ванная/туалет/кухня из раковины/ вентиляционных шахт летят насекомые, появляющиеся в сырых местах и запах канализации."
312,appeal_000312,затопление/протечка,затопление/протечка,problem_anchor,многоквартирные дома,,2022-02-23,"В новом ЖК Живи в курортном происходит невыполнение управляющей компанией многоквартирного дома минимальных услуг по обеспечению дома. В разных парадных протечки, которые приводят к образованию ржавчин и коррозий материалов и в последствии образованию плесени в вентиляционных шахтах. В парадных запах сырости/канализации/гниения, в квартире ванная/туалет/кухня из раковины/ вентиляционных шахт летят насекомые, появляющиеся в сырых местах и запах канализации."
312,appeal_000312,многоквартирные дома,многоквартирные дома,theme,многоквартирные дома,,2022-02-23,"В новом ЖК Живи в курортном происходит невыполнение управляющей компанией многоквартирного дома минимальных услуг по обеспечению дома. В разных парадных протечки, которые приводят к образованию ржавчин и коррозий материалов и в последствии образованию плесени в вентиляционных шахтах. В парадных запах сырости/канализации/гниения, в квартире ванная/туалет/кухня из раковины/ вентиляционных шахт летят насекомые, появляющиеся в сырых местах и запах канализации."
313,appeal_000313,жители,жители,actor,дворы и территории общего пользования,,2022-02-23,"На протяжении недели наблюдаю неудовлетворительную уборку пешеходных дорожек на пешеходной зоне на улице Турку от Бухарестской до Будапештской улиц. В чем проблемы? Нет песка посыпать дорожки, нет техники или горючего для нее? Нет личного состава в подразделениях службы? Да именно службы, которая подразумевает перечень необходимых действий для выполнения поставленных задач. Когда работать начнут? Или уже весна на носу, само все растает?"
313,appeal_000313,отсутствует,отсутствует,action,дворы и территории общего пользования,,2022-02-23,"На протяжении недели наблюдаю неудовлетворительную уборку пешеходных дорожек на пешеходной зоне на улице Турку от Бухарестской до Будапештской улиц. В чем проблемы? Нет песка посыпать дорожки, нет техники или горючего для нее? Нет личного состава в подразделениях службы? Да именно службы, которая подразумевает перечень необходимых действий для выполнения поставленных задач. Когда работать начнут? Или уже весна на носу, само все растает?"
313,appeal_000313,затоплено,затоплено,action,дворы и территории общего пользования,,2022-02-23,"На протяжении недели наблюдаю неудовлетворительную уборку пешеходных дорожек на пешеходной зоне на улице Турку от Бухарестской до Будапештской улиц. В чем проблемы? Нет песка посыпать дорожки, нет техники или горючего для нее? Нет личного состава в подразделениях службы? Да именно службы, которая подразумевает перечень необходимых действий для выполнения поставленных задач. Когда работать начнут? Или уже весна на носу, само все растает?"
313,appeal_000313,затопление/протечка,затопление/протечка,problem_anchor,дворы и территории общего пользования,,2022-02-23,"На протяжении недели наблюдаю неудовлетворительную уборку пешеходных дорожек на пешеходной зоне на улице Турку от Бухарестской до Будапештской улиц. В чем проблемы? Нет песка посыпать дорожки, нет техники или горючего для нее? Нет личного состава в подразделениях службы? Да именно службы, которая подразумевает перечень необходимых действий для выполнения поставленных задач. Когда работать начнут? Или уже весна на носу, само все растает?"
313,appeal_000313,дворы и территории общего пользования,дворы и территории общего пользования,theme,дворы и территории общего пользования,,2022-02-23,"На протяжении недели наблюдаю неудовлетворительную уборку пешеходных дорожек на пешеходной зоне на улице Турку от Бухарестской до Будапештской улиц. В чем проблемы? Нет песка посыпать дорожки, нет техники или горючего для нее? Нет личного состава в подразделениях службы? Да именно службы, которая подразумевает перечень необходимых действий для выполнения поставленных задач. Когда работать начнут? Или уже весна на носу, само все растает?"
314,appeal_000314,снег и наледь,снег и наледь,object,многоквартирные дома,где было 8,2022-02-23,"Прошу установить личность и привлечь к ответственности соседей, проживающих в д.90 по СПб шоссе, в кв.17, установивших камеру видеонаблюдения на своем балконе. По предварительной информации камера на их балконе установлена по просьбе местной администрации, чтобы охранять незаконно установленный предмет скамейку на общедомовой территории. Скамейка была установлена так же незаконно, по письменному заявлению одной из соседок, которая принесла заявление в местную администрацию. Моя мама тоже приноси"
314,appeal_000314,дорога,дорога,object,многоквартирные дома,где было 8,2022-02-23,"Прошу установить личность и привлечь к ответственности соседей, проживающих в д.90 по СПб шоссе, в кв.17, установивших камеру видеонаблюдения на своем балконе. По предварительной информации камера на их балконе установлена по просьбе местной администрации, чтобы охранять незаконно установленный предмет скамейку на общедомовой территории. Скамейка была установлена так же незаконно, по письменному заявлению одной из соседок, которая принесла заявление в местную администрацию. Моя мама тоже приноси"
314,appeal_000314,здание/дом,здание/дом,object,многоквартирные дома,где было 8,2022-02-23,"Прошу установить личность и привлечь к ответственности соседей, проживающих в д.90 по СПб шоссе, в кв.17, установивших камеру видеонаблюдения на своем балконе. По предварительной информации камера на их балконе установлена по просьбе местной администрации, чтобы охранять незаконно установленный предмет скамейку на общедомовой территории. Скамейка была установлена так же незаконно, по письменному заявлению одной из соседок, которая принесла заявление в местную администрацию. Моя мама тоже приноси"
314,appeal_000314,жители,жители,actor,многоквартирные дома,где было 8,2022-02-23,"Прошу установить личность и привлечь к ответственности соседей, проживающих в д.90 по СПб шоссе, в кв.17, установивших камеру видеонаблюдения на своем балконе. По предварительной информации камера на их балконе установлена по просьбе местной администрации, чтобы охранять незаконно установленный предмет скамейку на общедомовой территории. Скамейка была установлена так же незаконно, по письменному заявлению одной из соседок, которая принесла заявление в местную администрацию. Моя мама тоже приноси"
314,appeal_000314,отсутствует,отсутствует,action,многоквартирные дома,где было 8,2022-02-23,"Прошу установить личность и привлечь к ответственности соседей, проживающих в д.90 по СПб шоссе, в кв.17, установивших камеру видеонаблюдения на своем балконе. По предварительной информации камера на их балконе установлена по просьбе местной администрации, чтобы охранять незаконно установленный предмет скамейку на общедомовой территории. Скамейка была установлена так же незаконно, по письменному заявлению одной из соседок, которая принесла заявление в местную администрацию. Моя мама тоже приноси"
314,appeal_000314,проблемный сигнал,проблемный сигнал,problem_anchor,многоквартирные дома,где было 8,2022-02-23,"Прошу установить личность и привлечь к ответственности соседей, проживающих в д.90 по СПб шоссе, в кв.17, установивших камеру видеонаблюдения на своем балконе. По предварительной информации камера на их балконе установлена по просьбе местной администрации, чтобы охранять незаконно установленный предмет скамейку на общедомовой территории. Скамейка была установлена так же незаконно, по письменному заявлению одной из соседок, которая принесла заявление в местную администрацию. Моя мама тоже приноси"
314,appeal_000314,многоквартирные дома,многоквартирные дома,theme,многоквартирные дома,где было 8,2022-02-23,"Прошу установить личность и привлечь к ответственности соседей, проживающих в д.90 по СПб шоссе, в кв.17, установивших камеру видеонаблюдения на своем балконе. По предварительной информации камера на их балконе установлена по просьбе местной администрации, чтобы охранять незаконно установленный предмет скамейку на общедомовой территории. Скамейка была установлена так же незаконно, по письменному заявлению одной из соседок, которая принесла заявление в местную администрацию. Моя мама тоже приноси"
314,appeal_000314,где было 8,где было 8,territory,многоквартирные дома,где было 8,2022-02-23,"Прошу установить личность и привлечь к ответственности соседей, проживающих в д.90 по СПб шоссе, в кв.17, установивших камеру видеонаблюдения на своем балконе. По предварительной информации камера на их балконе установлена по просьбе местной администрации, чтобы охранять незаконно установленный предмет скамейку на общедомовой территории. Скамейка была установлена так же незаконно, по письменному заявлению одной из соседок, которая принесла заявление в местную администрацию. Моя мама тоже приноси"
315,appeal_000315,водоснабжение,водоснабжение,object,многоквартирные дома,ул. павловская д17,2022-02-23,"Санкт-Петербург, Колпино, ул. Павловская д17. Повалились 2 сточные трубы, вода течет по стене, куски трубы висят в воздухе, могут упасть на прохожих."
315,appeal_000315,жители,жители,actor,многоквартирные дома,ул. павловская д17,2022-02-23,"Санкт-Петербург, Колпино, ул. Павловская д17. Повалились 2 сточные трубы, вода течет по стене, куски трубы висят в воздухе, могут упасть на прохожих."
315,appeal_000315,затоплено,затоплено,action,многоквартирные дома,ул. павловская д17,2022-02-23,"Санкт-Петербург, Колпино, ул. Павловская д17. Повалились 2 сточные трубы, вода течет по стене, куски трубы висят в воздухе, могут упасть на прохожих."
315,appeal_000315,затопление/протечка,затопление/протечка,problem_anchor,многоквартирные дома,ул. павловская д17,2022-02-23,"Санкт-Петербург, Колпино, ул. Павловская д17. Повалились 2 сточные трубы, вода течет по стене, куски трубы висят в воздухе, могут упасть на прохожих."
315,appeal_000315,многоквартирные дома,многоквартирные дома,theme,многоквартирные дома,ул. павловская д17,2022-02-23,"Санкт-Петербург, Колпино, ул. Павловская д17. Повалились 2 сточные трубы, вода течет по стене, куски трубы висят в воздухе, могут упасть на прохожих."
315,appeal_000315,ул. павловская д17,ул. павловская д17,territory,многоквартирные дома,ул. павловская д17,2022-02-23,"Санкт-Петербург, Колпино, ул. Павловская д17. Повалились 2 сточные трубы, вода течет по стене, куски трубы висят в воздухе, могут упасть на прохожих."
316,appeal_000316,дворовая территория,дворовая территория,object,дворы и территории общего пользования,до асфальта добровольцев 24,2022-02-23,"Добрый день. Возмущению нет предела ! Пишу каждую неделю, а проблема не решается! Присылают отчет о проделанной работе в чужих дворах! Не на моей улице! Гололед и колии уже выше щиколотки! Дети падают,машинам не припарковаться! В соседнем доме вычислили до асфальта Добровольцев 24 а в добровольцев 26 как был ужас внутри двора так и остался! Очистить дорогу до асфальта! И фотоотчет сс нашим домом,а не чужим"
316,appeal_000316,снег и наледь,снег и наледь,object,дворы и территории общего пользования,до асфальта добровольцев 24,2022-02-23,"Добрый день. Возмущению нет предела ! Пишу каждую неделю, а проблема не решается! Присылают отчет о проделанной работе в чужих дворах! Не на моей улице! Гололед и колии уже выше щиколотки! Дети падают,машинам не припарковаться! В соседнем доме вычислили до асфальта Добровольцев 24 а в добровольцев 26 как был ужас внутри двора так и остался! Очистить дорогу до асфальта! И фотоотчет сс нашим домом,а не чужим"
316,appeal_000316,дорога,дорога,object,дворы и территории общего пользования,до асфальта добровольцев 24,2022-02-23,"Добрый день. Возмущению нет предела ! Пишу каждую неделю, а проблема не решается! Присылают отчет о проделанной работе в чужих дворах! Не на моей улице! Гололед и колии уже выше щиколотки! Дети падают,машинам не припарковаться! В соседнем доме вычислили до асфальта Добровольцев 24 а в добровольцев 26 как был ужас внутри двора так и остался! Очистить дорогу до асфальта! И фотоотчет сс нашим домом,а не чужим"
316,appeal_000316,парк/сквер,парк/сквер,object,дворы и территории общего пользования,до асфальта добровольцев 24,2022-02-23,"Добрый день. Возмущению нет предела ! Пишу каждую неделю, а проблема не решается! Присылают отчет о проделанной работе в чужих дворах! Не на моей улице! Гололед и колии уже выше щиколотки! Дети падают,машинам не припарковаться! В соседнем доме вычислили до асфальта Добровольцев 24 а в добровольцев 26 как был ужас внутри двора так и остался! Очистить дорогу до асфальта! И фотоотчет сс нашим домом,а не чужим"
316,appeal_000316,здание/дом,здание/дом,object,дворы и территории общего пользования,до асфальта добровольцев 24,2022-02-23,"Добрый день. Возмущению нет предела ! Пишу каждую неделю, а проблема не решается! Присылают отчет о проделанной работе в чужих дворах! Не на моей улице! Гололед и колии уже выше щиколотки! Дети падают,машинам не припарковаться! В соседнем доме вычислили до асфальта Добровольцев 24 а в добровольцев 26 как был ужас внутри двора так и остался! Очистить дорогу до асфальта! И фотоотчет сс нашим домом,а не чужим"
316,appeal_000316,жители,жители,actor,дворы и территории общего пользования,до асфальта добровольцев 24,2022-02-23,"Добрый день. Возмущению нет предела ! Пишу каждую неделю, а проблема не решается! Присылают отчет о проделанной работе в чужих дворах! Не на моей улице! Гололед и колии уже выше щиколотки! Дети падают,машинам не припарковаться! В соседнем доме вычислили до асфальта Добровольцев 24 а в добровольцев 26 как был ужас внутри двора так и остался! Очистить дорогу до асфальта! И фотоотчет сс нашим домом,а не чужим"
316,appeal_000316,отсутствует,отсутствует,action,дворы и территории общего пользования,до асфальта добровольцев 24,2022-02-23,"Добрый день. Возмущению нет предела ! Пишу каждую неделю, а проблема не решается! Присылают отчет о проделанной работе в чужих дворах! Не на моей улице! Гололед и колии уже выше щиколотки! Дети падают,машинам не припарковаться! В соседнем доме вычислили до асфальта Добровольцев 24 а в добровольцев 26 как был ужас внутри двора так и остался! Очистить дорогу до асфальта! И фотоотчет сс нашим домом,а не чужим"
316,appeal_000316,проблемный сигнал,проблемный сигнал,problem_anchor,дворы и территории общего пользования,до асфальта добровольцев 24,2022-02-23,"Добрый день. Возмущению нет предела ! Пишу каждую неделю, а проблема не решается! Присылают отчет о проделанной работе в чужих дворах! Не на моей улице! Гололед и колии уже выше щиколотки! Дети падают,машинам не припарковаться! В соседнем доме вычислили до асфальта Добровольцев 24 а в добровольцев 26 как был ужас внутри двора так и остался! Очистить дорогу до асфальта! И фотоотчет сс нашим домом,а не чужим"
